artifact,git_sha,sha256,source,status
classical_tuning_history.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,d87b6c87167b5a18854249ab700ee4f11e3d26bcd07aeb5513a4fb29519aaec2,hvac_pid/pipeline.py:run_pipeline,ok
fopdt_fit_history.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,3559667c54c01033b6ef19047e9fc85efab0ea9d8eecf7575b643743b6ff7fa5,hvac_pid/pipeline.py:run_pipeline,ok
training_scenarios.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,dc95602a6a445828190806c9bd734c360d8f1272fd99f94ee2d64a5e07348b58,hvac_pid/pipeline.py:run_pipeline,ok
validation_scenarios.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,843f2674d8f87bf5a6a7cd3656eea164364fc793bcd56b5b51576634dd613018,hvac_pid/pipeline.py:run_pipeline,ok
qualification_scenarios.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,cc54dc23724b994e10b5d1111e032c9f647bf315ee3ce5cfcb28873bb0a2e542,hvac_pid/pipeline.py:run_pipeline,ok
dataset_manifest.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,f155d905892bf95ec99de8ec56d5791c0dcd76015dc72b1c3b062225f8db8c0a,hvac_pid/pipeline.py:run_pipeline,ok
holdout_scenarios.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,b1fc6bd47c036a429a7b54781652b3f91db299f6420944356b17d4d02ad78706,hvac_pid/pipeline.py:run_pipeline,ok
imc_lambda_tuning.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,0437d1cbf9b4a11e003e870cac019a49ed6de27c9dbe51b0965601e4c1b633e4,hvac_pid/pipeline.py:run_pipeline,ok
global_bayesian_tuning.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,92f9fe35148156a4bbac145efa83e86b263660574ad9b467a268857a7eba10ed,hvac_pid/pipeline.py:run_pipeline,ok
bo_policy.json,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,d187682aff2e03448413de96e7751fde504220bf527507f8a3348e8395509e31,hvac_pid/pipeline.py:run_pipeline,ok
safe_bo_history.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,7398f9cdd8b07f427a36d8a6959497d660c452232b09f16bd96650cf21303baa,hvac_pid/pipeline.py:run_pipeline,ok
safe_bo_policy.json,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,316a798cd6eafd87a82f28c7d5938f871d4929754af9204c42aa8ee167428f6c,hvac_pid/pipeline.py:run_pipeline,ok
fnn_training_history.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,bbb36dcf22ce487a779eb99da8ef6e87ad7a793e68a4c42ab78ef96f7614e92f,hvac_pid/pipeline.py:run_pipeline,ok
fnn_rule_table.npy,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,13eed3fb18436adcac78edcb433194e4475e6ca6f98d755c36cda3d57984861f,hvac_pid/pipeline.py:run_pipeline,ok
fnn_context_coefficients.npy,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,9b1b4ed2dee079a20e6d9d111a8828bb27a90cc048c95dd701dfa52f501ec797,hvac_pid/pipeline.py:run_pipeline,ok
rl_training_history.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,19d9fdd1134e0d12163411bcf4ed526af3fbcebad534c0a4b48c1e3268662062,hvac_pid/pipeline.py:run_pipeline,ok
rl_q_table.npy,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,6a99e54de3668ddb5be0ac66f03421fafa76b2ac7e3748be95bdca8636ac4c4c,hvac_pid/pipeline.py:run_pipeline,ok
rl_covered_mask.npy,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,78edbf1f294f65b69f0484afa04f00f6c485f2c8c72157ee3bb58f52b459091d,hvac_pid/pipeline.py:run_pipeline,ok
holdout_metrics.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,340436baf5db31092c345c69c1ebf7c89e5fc19df672980a5979c8036c931158,hvac_pid/pipeline.py:run_pipeline,ok
holdout_summary.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,c0448aef61270c3efaa454565cf9533f358190eda099f55e2b5289a1d6f681c9,hvac_pid/pipeline.py:run_pipeline,ok
deployment_acceptance.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,c7c82b50fc5e4d13d254443a8bb43a1a8369f212232d20aa246c724c0a368a90,hvac_pid/pipeline.py:run_pipeline,ok
physical_cross_validation.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,ba256b55411d55f9b6b56965cdb33e448ff22923ec719113ac30929a13be2134,hvac_pid/pipeline.py:run_pipeline,ok
fopdt_cross_validation.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,b0d5b4cc6b050b60630421e5fb6a5a944a735197e36f86dc080c7d0000982392,hvac_pid/pipeline.py:run_pipeline,ok
openmodelica_cross_validation.csv,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,MISSING,hvac_pid/pipeline.py:run_pipeline,MISSING
manifest.yaml,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,ee4caa461fcc11a685ca65def2130466ddfad157dee1d0fb2b638c2bac7dfd8c,hvac_pid/pipeline.py:_write_run_manifest_and_provenance,ok
environment.json,bf6bda6d6d5a1a5f69ca4276610d445f11fbcdb5,27f98a4e7ff0e9df7f28e6761f3d0efbf9c27fb7faa73c8602a8492a5d2de418,hvac_pid/pipeline.py:_write_run_manifest_and_provenance,ok
